Datetime,Close,High,Low,Open,Volume
2026-05-04 05:30:00+00:00,4608.39990234375,4608.7001953125,4605.39990234375,4607.5,48
2026-05-04 05:31:00+00:00,4608.5,4610.0,4607.2001953125,4608.39990234375,41
2026-05-04 05:32:00+00:00,4604.89990234375,4608.0,4604.2001953125,4608.0,50
2026-05-04 05:33:00+00:00,4604.2998046875,4605.60009765625,4603.2998046875,4605.39990234375,39
2026-05-04 05:34:00+00:00,4606.2998046875,4606.7001953125,4603.60009765625,4604.89990234375,24
2026-05-04 05:35:00+00:00,4605.5,4606.7001953125,4605.5,4606.7001953125,14
2026-05-04 05:36:00+00:00,4606.0,4607.39990234375,4604.89990234375,4605.39990234375,35
2026-05-04 05:37:00+00:00,4604.2001953125,4606.60009765625,4604.2001953125,4606.0,29
2026-05-04 05:38:00+00:00,4605.2001953125,4605.60009765625,4604.2001953125,4604.5,8
2026-05-04 05:39:00+00:00,4607.2998046875,4608.2998046875,4606.0,4606.0,43
2026-05-04 05:40:00+00:00,4605.2998046875,4607.7998046875,4605.2998046875,4607.2998046875,60
2026-05-04 05:41:00+00:00,4605.7998046875,4607.2001953125,4604.7998046875,4605.2001953125,25
2026-05-04 05:42:00+00:00,4605.0,4606.10009765625,4604.2001953125,4606.10009765625,29
2026-05-04 05:43:00+00:00,4607.7998046875,4607.7998046875,4604.89990234375,4604.89990234375,65
2026-05-04 05:44:00+00:00,4610.2001953125,4610.2001953125,4607.10009765625,4607.39990234375,192
2026-05-04 05:45:00+00:00,4612.5,4613.2001953125,4610.39990234375,4610.39990234375,81
2026-05-04 05:46:00+00:00,4609.60009765625,4611.89990234375,4609.5,4611.89990234375,50
2026-05-04 05:47:00+00:00,4609.39990234375,4610.7998046875,4609.39990234375,4610.2998046875,10
2026-05-04 05:48:00+00:00,4609.5,4610.10009765625,4608.7998046875,4609.2001953125,18
2026-05-04 05:49:00+00:00,4609.0,4610.10009765625,4608.2001953125,4609.2001953125,27
2026-05-04 05:50:00+00:00,4606.60009765625,4608.7001953125,4605.7998046875,4608.7001953125,48
2026-05-04 05:51:00+00:00,4608.7001953125,4608.7001953125,4607.10009765625,4607.39990234375,8
2026-05-04 05:52:00+00:00,4608.89990234375,4608.89990234375,4608.39990234375,4608.60009765625,3
2026-05-04 05:53:00+00:00,4608.2998046875,4610.0,4608.2998046875,4608.2998046875,32
2026-05-04 05:54:00+00:00,4609.2998046875,4609.2998046875,4607.89990234375,4607.89990234375,34
2026-05-04 05:55:00+00:00,4610.5,4610.5,4608.7998046875,4609.60009765625,21
2026-05-04 05:56:00+00:00,4610.10009765625,4612.89990234375,4608.39990234375,4610.10009765625,134
2026-05-04 05:57:00+00:00,4612.0,4612.60009765625,4610.39990234375,4610.7001953125,43
2026-05-04 05:58:00+00:00,4611.10009765625,4612.2001953125,4610.10009765625,4612.2001953125,30
2026-05-04 05:59:00+00:00,4610.2001953125,4611.5,4610.2001953125,4611.39990234375,26
2026-05-04 06:00:00+00:00,4608.89990234375,4611.89990234375,4608.7998046875,4610.10009765625,125
2026-05-04 06:01:00+00:00,4606.60009765625,4609.5,4606.2998046875,4609.2001953125,49
2026-05-04 06:02:00+00:00,4607.7998046875,4607.7998046875,4605.5,4606.60009765625,49
2026-05-04 06:03:00+00:00,4606.5,4607.2998046875,4604.5,4607.2998046875,38
2026-05-04 06:04:00+00:00,4605.2001953125,4606.0,4602.39990234375,4606.0,127
2026-05-04 06:05:00+00:00,4599.7998046875,4605.39990234375,4598.89990234375,4605.39990234375,206
2026-05-04 06:06:00+00:00,4601.7001953125,4602.7001953125,4599.0,4599.60009765625,71
2026-05-04 06:07:00+00:00,4602.7998046875,4602.7998046875,4601.2998046875,4602.10009765625,12
2026-05-04 06:08:00+00:00,4604.7998046875,4604.7998046875,4602.5,4602.5,36
2026-05-04 06:09:00+00:00,4608.10009765625,4610.0,4604.2998046875,4604.2998046875,96
2026-05-04 06:10:00+00:00,4606.7001953125,4608.7998046875,4606.7001953125,4608.39990234375,46
2026-05-04 06:11:00+00:00,4606.89990234375,4607.10009765625,4604.7001953125,4606.7998046875,24
2026-05-04 06:12:00+00:00,4607.89990234375,4609.89990234375,4606.89990234375,4606.89990234375,67
2026-05-04 06:13:00+00:00,4608.10009765625,4609.2998046875,4607.60009765625,4608.2001953125,25
2026-05-04 06:14:00+00:00,4608.7001953125,4609.7998046875,4608.10009765625,4608.10009765625,21
2026-05-04 06:15:00+00:00,4603.89990234375,4609.10009765625,4603.89990234375,4608.89990234375,92
2026-05-04 06:16:00+00:00,4605.39990234375,4605.39990234375,4602.7001953125,4604.10009765625,42
2026-05-04 06:17:00+00:00,4607.2001953125,4607.5,4603.89990234375,4605.5,39
2026-05-04 06:18:00+00:00,4607.89990234375,4608.7001953125,4606.5,4606.89990234375,27
2026-05-04 06:19:00+00:00,4608.0,4608.2998046875,4607.10009765625,4608.10009765625,31
2026-05-04 06:20:00+00:00,4605.7998046875,4607.60009765625,4605.7998046875,4607.60009765625,41
2026-05-04 06:21:00+00:00,4606.0,4606.0,4604.5,4605.60009765625,15
2026-05-04 06:22:00+00:00,4604.7001953125,4606.7001953125,4603.10009765625,4606.2998046875,78
2026-05-04 06:23:00+00:00,4602.39990234375,4605.10009765625,4601.2998046875,4605.10009765625,44
2026-05-04 06:24:00+00:00,4603.7998046875,4604.2998046875,4601.5,4602.60009765625,40
2026-05-04 06:25:00+00:00,4601.5,4602.7998046875,4601.0,4602.7998046875,27
2026-05-04 06:26:00+00:00,4601.0,4601.7998046875,4600.39990234375,4601.5,39
2026-05-04 06:27:00+00:00,4604.2998046875,4604.7001953125,4601.2998046875,4601.2998046875,25
2026-05-04 06:28:00+00:00,4605.0,4605.7001953125,4603.7001953125,4604.60009765625,41
2026-05-04 06:29:00+00:00,4605.2001953125,4605.2998046875,4604.7998046875,4605.2001953125,6
2026-05-04 06:30:00+00:00,4605.39990234375,4606.7998046875,4605.2001953125,4605.39990234375,33
2026-05-04 06:31:00+00:00,4603.5,4605.2001953125,4603.10009765625,4605.0,53
2026-05-04 06:32:00+00:00,4604.0,4605.10009765625,4603.5,4603.5,20
2026-05-04 06:33:00+00:00,4599.39990234375,4603.7998046875,4598.2998046875,4603.7998046875,109
2026-05-04 06:34:00+00:00,4601.0,4601.60009765625,4598.89990234375,4599.89990234375,31
2026-05-04 06:35:00+00:00,4601.5,4601.5,4598.89990234375,4601.0,42
2026-05-04 06:36:00+00:00,4599.5,4603.0,4599.0,4601.2998046875,43
2026-05-04 06:37:00+00:00,4599.5,4600.39990234375,4598.5,4600.2001953125,38
2026-05-04 06:38:00+00:00,4597.0,4599.39990234375,4594.5,4599.39990234375,134
2026-05-04 06:39:00+00:00,4598.0,4599.0,4596.2001953125,4596.5,45
2026-05-04 06:40:00+00:00,4597.7998046875,4598.2001953125,4596.60009765625,4597.39990234375,38
2026-05-04 06:41:00+00:00,4599.2001953125,4599.5,4597.2998046875,4597.7998046875,28
2026-05-04 06:42:00+00:00,4596.7001953125,4599.0,4596.60009765625,4598.60009765625,23
2026-05-04 06:43:00+00:00,4597.7998046875,4597.7998046875,4596.10009765625,4596.39990234375,29
2026-05-04 06:44:00+00:00,4596.2001953125,4598.89990234375,4595.39990234375,4597.7998046875,79
2026-05-04 06:45:00+00:00,4596.2001953125,4597.0,4595.10009765625,4596.7001953125,60
2026-05-04 06:46:00+00:00,4596.89990234375,4596.89990234375,4594.7998046875,4595.5,55
2026-05-04 06:47:00+00:00,4597.39990234375,4598.39990234375,4596.7001953125,4597.0,65
2026-05-04 06:48:00+00:00,4598.7001953125,4598.7001953125,4597.0,4597.7998046875,25
2026-05-04 06:49:00+00:00,4600.89990234375,4600.89990234375,4599.0,4599.0,104
2026-05-04 06:50:00+00:00,4603.39990234375,4603.5,4601.39990234375,4601.7998046875,56
2026-05-04 06:51:00+00:00,4601.60009765625,4603.10009765625,4601.0,4603.0,35
2026-05-04 06:52:00+00:00,4601.2998046875,4601.7998046875,4600.2001953125,4601.7001953125,51
2026-05-04 06:53:00+00:00,4601.0,4601.2998046875,4600.2001953125,4601.10009765625,22
2026-05-04 06:54:00+00:00,4600.0,4601.89990234375,4599.7998046875,4601.60009765625,37
2026-05-04 06:55:00+00:00,4600.7001953125,4601.10009765625,4598.89990234375,4599.60009765625,66
2026-05-04 06:56:00+00:00,4599.0,4600.60009765625,4598.2998046875,4600.60009765625,25
2026-05-04 06:57:00+00:00,4599.10009765625,4599.5,4598.2998046875,4598.7998046875,16
2026-05-04 06:58:00+00:00,4601.7001953125,4601.7001953125,4598.60009765625,4599.2001953125,59
2026-05-04 06:59:00+00:00,4599.7001953125,4601.2998046875,4599.7001953125,4601.10009765625,14
2026-05-04 07:00:00+00:00,4598.0,4599.60009765625,4596.60009765625,4599.2001953125,125
2026-05-04 07:01:00+00:00,4601.10009765625,4601.5,4597.89990234375,4597.89990234375,70
2026-05-04 07:02:00+00:00,4600.7998046875,4602.39990234375,4600.0,4600.5,34
2026-05-04 07:03:00+00:00,4600.10009765625,4601.39990234375,4599.60009765625,4601.2998046875,35
2026-05-04 07:04:00+00:00,4599.2001953125,4600.10009765625,4598.5,4600.0,37
2026-05-04 07:05:00+00:00,4602.10009765625,4602.10009765625,4598.5,4598.5,29
2026-05-04 07:06:00+00:00,4598.89990234375,4602.10009765625,4598.89990234375,4601.89990234375,52
2026-05-04 07:07:00+00:00,4600.5,4601.60009765625,4599.0,4599.0,34
2026-05-04 07:08:00+00:00,4601.5,4601.60009765625,4600.0,4600.2998046875,37
2026-05-04 07:09:00+00:00,4601.7001953125,4602.60009765625,4601.0,4601.0,40
2026-05-04 07:10:00+00:00,4599.2001953125,4602.2001953125,4598.7001953125,4602.0,53
2026-05-04 07:11:00+00:00,4600.10009765625,4600.89990234375,4599.2998046875,4599.2998046875,17
2026-05-04 07:12:00+00:00,4601.10009765625,4602.0,4600.5,4600.60009765625,30
2026-05-04 07:13:00+00:00,4603.7998046875,4604.39990234375,4601.7998046875,4601.7998046875,51
2026-05-04 07:14:00+00:00,4602.7998046875,4604.0,4602.7998046875,4603.0,14
2026-05-04 07:15:00+00:00,4602.7998046875,4603.7001953125,4602.5,4602.60009765625,23
2026-05-04 07:16:00+00:00,4601.2998046875,4602.60009765625,4601.2998046875,4602.60009765625,14
2026-05-04 07:17:00+00:00,4599.60009765625,4601.60009765625,4598.5,4601.5,55
2026-05-04 07:18:00+00:00,4598.7998046875,4599.60009765625,4598.0,4599.2998046875,32
2026-05-04 07:19:00+00:00,4599.10009765625,4599.2001953125,4598.2998046875,4598.5,23
2026-05-04 07:20:00+00:00,4601.2001953125,4601.2001953125,4598.89990234375,4598.89990234375,76
2026-05-04 07:21:00+00:00,4600.5,4602.0,4600.5,4601.2998046875,19
2026-05-04 07:22:00+00:00,4601.5,4601.7998046875,4600.7998046875,4600.7998046875,13
2026-05-04 07:23:00+00:00,4599.7001953125,4601.2998046875,4599.39990234375,4601.2001953125,16
2026-05-04 07:24:00+00:00,4598.7001953125,4599.60009765625,4598.2001953125,4599.60009765625,40
2026-05-04 07:25:00+00:00,4596.5,4599.10009765625,4596.5,4599.10009765625,19
2026-05-04 07:26:00+00:00,4598.7998046875,4598.7998046875,4596.2001953125,4596.39990234375,53
2026-05-04 07:27:00+00:00,4599.10009765625,4599.89990234375,4598.2998046875,4598.7001953125,13
2026-05-04 07:28:00+00:00,4596.10009765625,4598.7001953125,4594.0,4598.7001953125,88
2026-05-04 07:29:00+00:00,4596.7001953125,4596.7001953125,4595.2001953125,4595.7998046875,33
2026-05-04 07:30:00+00:00,4596.10009765625,4598.0,4596.10009765625,4596.7001953125,40
2026-05-04 07:31:00+00:00,4593.89990234375,4596.60009765625,4593.89990234375,4596.0,64
2026-05-04 07:32:00+00:00,4596.0,4596.0,4593.89990234375,4593.89990234375,57
2026-05-04 07:33:00+00:00,4595.7998046875,4597.39990234375,4595.2001953125,4596.2001953125,31
2026-05-04 07:34:00+00:00,4597.0,4597.2001953125,4595.5,4596.5,19
2026-05-04 07:35:00+00:00,4598.60009765625,4599.2001953125,4597.10009765625,4597.2998046875,38
2026-05-04 07:36:00+00:00,4594.5,4598.39990234375,4594.10009765625,4598.2998046875,27
2026-05-04 07:37:00+00:00,4596.10009765625,4596.2998046875,4593.60009765625,4594.2001953125,22
2026-05-04 07:38:00+00:00,4597.2001953125,4597.7001953125,4595.2998046875,4595.7001953125,28
2026-05-04 07:39:00+00:00,4596.39990234375,4597.5,4596.0,4597.5,28
2026-05-04 07:40:00+00:00,4596.39990234375,4596.7001953125,4595.89990234375,4596.39990234375,20
2026-05-04 07:41:00+00:00,4595.60009765625,4597.5,4595.60009765625,4596.60009765625,18
2026-05-04 07:42:00+00:00,4595.2998046875,4595.7998046875,4594.39990234375,4595.7998046875,65
2026-05-04 07:43:00+00:00,4597.5,4597.7001953125,4593.89990234375,4595.0,57
2026-05-04 07:44:00+00:00,4599.2001953125,4599.2001953125,4597.2998046875,4597.39990234375,57
2026-05-04 07:45:00+00:00,4598.0,4599.2998046875,4598.0,4599.2001953125,23
2026-05-04 07:46:00+00:00,4600.2998046875,4600.7001953125,4598.39990234375,4598.39990234375,46
2026-05-04 07:47:00+00:00,4600.89990234375,4601.89990234375,4600.39990234375,4600.39990234375,40
2026-05-04 07:48:00+00:00,4599.60009765625,4600.89990234375,4599.39990234375,4600.89990234375,21
2026-05-04 07:49:00+00:00,4598.2001953125,4600.7998046875,4597.7001953125,4600.7001953125,51
2026-05-04 07:50:00+00:00,4596.7001953125,4598.7998046875,4596.0,4598.7001953125,48
2026-05-04 07:51:00+00:00,4597.60009765625,4598.39990234375,4596.10009765625,4596.10009765625,42
2026-05-04 07:52:00+00:00,4594.7001953125,4597.7998046875,4594.39990234375,4597.7998046875,33
2026-05-04 07:53:00+00:00,4593.2001953125,4594.2998046875,4592.0,4594.2998046875,79
2026-05-04 07:54:00+00:00,4593.0,4593.89990234375,4592.5,4593.39990234375,37
2026-05-04 07:55:00+00:00,4592.39990234375,4592.89990234375,4591.7998046875,4592.89990234375,22
2026-05-04 07:56:00+00:00,4593.7001953125,4593.89990234375,4591.39990234375,4592.60009765625,57
2026-05-04 07:57:00+00:00,4593.10009765625,4594.0,4592.39990234375,4593.0,50
2026-05-04 07:58:00+00:00,4592.0,4593.7001953125,4592.0,4592.7001953125,59
2026-05-04 07:59:00+00:00,4589.7001953125,4592.2998046875,4588.60009765625,4592.0,132
2026-05-04 08:00:00+00:00,4589.10009765625,4590.39990234375,4588.39990234375,4589.89990234375,82
2026-05-04 08:01:00+00:00,4591.7001953125,4592.10009765625,4589.60009765625,4589.60009765625,91
2026-05-04 08:02:00+00:00,4589.39990234375,4592.10009765625,4589.39990234375,4591.89990234375,53
2026-05-04 08:03:00+00:00,4589.5,4590.39990234375,4589.0,4590.10009765625,45
2026-05-04 08:04:00+00:00,4586.5,4589.60009765625,4586.5,4589.60009765625,80
2026-05-04 08:05:00+00:00,4585.89990234375,4586.7998046875,4585.39990234375,4586.2998046875,98
2026-05-04 08:06:00+00:00,4586.5,4587.2998046875,4585.5,4586.2001953125,81
2026-05-04 08:07:00+00:00,4588.7998046875,4588.7998046875,4585.89990234375,4586.7001953125,98
2026-05-04 08:08:00+00:00,4588.10009765625,4589.0,4587.5,4588.5,23
2026-05-04 08:09:00+00:00,4589.5,4589.5,4587.60009765625,4588.2001953125,18
2026-05-04 08:10:00+00:00,4589.89990234375,4590.2001953125,4588.60009765625,4589.2001953125,47
2026-05-04 08:11:00+00:00,4588.89990234375,4590.89990234375,4588.39990234375,4589.7001953125,60
2026-05-04 08:12:00+00:00,4588.89990234375,4589.7001953125,4588.5,4588.5,14
2026-05-04 08:13:00+00:00,4589.5,4589.5,4587.7998046875,4588.60009765625,48
2026-05-04 08:14:00+00:00,4591.2001953125,4591.2998046875,4589.39990234375,4589.7998046875,50
2026-05-04 08:15:00+00:00,4590.0,4592.0,4589.5,4591.0,108
2026-05-04 08:16:00+00:00,4585.7998046875,4589.7001953125,4585.7001953125,4589.60009765625,192
2026-05-04 08:17:00+00:00,4586.5,4587.5,4586.0,4586.2001953125,35
2026-05-04 08:18:00+00:00,4586.0,4587.7001953125,4585.2001953125,4586.7001953125,95
2026-05-04 08:19:00+00:00,4587.2001953125,4587.2001953125,4584.7998046875,4585.7001953125,100
2026-05-04 08:20:00+00:00,4587.7001953125,4588.0,4586.60009765625,4586.89990234375,26
2026-05-04 08:21:00+00:00,4588.0,4589.2001953125,4588.0,4588.2001953125,39
2026-05-04 08:22:00+00:00,4588.0,4589.2998046875,4587.7998046875,4588.0,71
2026-05-04 08:23:00+00:00,4587.2001953125,4589.39990234375,4586.89990234375,4588.7998046875,41
2026-05-04 08:24:00+00:00,4587.7998046875,4589.5,4587.39990234375,4587.7001953125,49
2026-05-04 08:25:00+00:00,4589.39990234375,4590.2998046875,4588.0,4588.0,48
2026-05-04 08:26:00+00:00,4588.60009765625,4589.7001953125,4588.5,4589.39990234375,22
2026-05-04 08:27:00+00:00,4587.2001953125,4588.2998046875,4586.7001953125,4588.2001953125,18
2026-05-04 08:28:00+00:00,4587.2998046875,4587.39990234375,4586.5,4586.60009765625,22
2026-05-04 08:29:00+00:00,4586.10009765625,4588.39990234375,4585.0,4587.7998046875,151
2026-05-04 08:30:00+00:00,4587.2001953125,4587.7998046875,4585.2001953125,4585.89990234375,49
2026-05-04 08:31:00+00:00,4587.2998046875,4587.39990234375,4584.5,4587.10009765625,67
2026-05-04 08:32:00+00:00,4588.89990234375,4589.10009765625,4587.60009765625,4587.60009765625,38
2026-05-04 08:33:00+00:00,4588.10009765625,4588.7998046875,4587.2001953125,4588.7998046875,21
2026-05-04 08:34:00+00:00,4588.7998046875,4589.5,4588.10009765625,4588.10009765625,22
2026-05-04 08:35:00+00:00,4588.7998046875,4588.7998046875,4587.89990234375,4588.5,31
2026-05-04 08:36:00+00:00,4587.0,4588.7998046875,4586.7001953125,4588.2998046875,42
2026-05-04 08:37:00+00:00,4588.5,4588.60009765625,4587.2001953125,4587.2001953125,20
2026-05-04 08:38:00+00:00,4587.0,4588.10009765625,4587.0,4588.10009765625,28
2026-05-04 08:39:00+00:00,4590.2998046875,4590.39990234375,4587.0,4587.0,63
2026-05-04 08:40:00+00:00,4592.0,4592.60009765625,4590.0,4590.2998046875,73
2026-05-04 08:41:00+00:00,4591.10009765625,4592.10009765625,4590.60009765625,4592.10009765625,36
2026-05-04 08:42:00+00:00,4590.39990234375,4591.2001953125,4589.89990234375,4590.89990234375,25
2026-05-04 08:43:00+00:00,4589.7001953125,4590.7001953125,4589.7001953125,4590.39990234375,11
2026-05-04 08:44:00+00:00,4589.10009765625,4590.2998046875,4589.10009765625,4589.89990234375,19
2026-05-04 08:45:00+00:00,4589.89990234375,4589.89990234375,4588.7001953125,4589.10009765625,36
2026-05-04 08:46:00+00:00,4589.60009765625,4589.60009765625,4589.10009765625,4589.5,4
2026-05-04 08:47:00+00:00,4589.10009765625,4589.5,4588.5,4588.7001953125,17
2026-05-04 08:48:00+00:00,4588.60009765625,4588.89990234375,4587.89990234375,4588.7001953125,22
